type,x,y
Asian restaurant,260783.05038482466,6252953.345873959
Traditional French restaurant,260517.21944081006,6252818.970210274
European restuarant,260556.62654055093,6252843.001973396
Traditional French restaurant,262895.11508364644,6253358.178143011
Traditional French restaurant,267090.7466916448,6253382.211436497
European restuarant,261835.79880925833,6249431.174130339
Traditional French restaurant,256278.95246783932,6253720.546518887
Traditional French restaurant,255788.47879140507,6253430.447477861
Traditional French restaurant,256268.93371366797,6253277.447086155
Traditional French restaurant,256972.80685395264,6253298.602949065
Central and South American restuarant,257022.56666633853,6253404.552305706
European restuarant,256860.59680723405,6253353.946936433
Traditional French restaurant,256994.62547414942,6253225.8270024955
Traditional French restaurant,256997.40846141893,6253177.59212676
European restuarant,256811.28227281309,6253098.555222609
European restuarant,256432.2394066616,6253171.3300753245
Traditional French restaurant,260858.52499958352,6252443.271231884
Traditional French restaurant,260725.27556910395,6252641.611137992
Traditional French restaurant,260803.08789316737,6252939.637427725
Asian restaurant,260929.21287623633,6252427.025165555
Asian restaurant,261008.13839520927,6252343.087652704
European restuarant,260901.16036455598,6252141.539481926
Asian restaurant,261015.59680109358,6252045.590023049
Traditional French restaurant,261213.41153623362,6252128.847692172
Asian restaurant,261195.15513974216,6252094.326120273
Asian restaurant,261210.73986845254,6252240.366868881
Traditional French restaurant,261157.9744298175,6252254.920314383
European restuarant,261134.4860172607,6252261.012461792
European restuarant,261278.75607732707,6252246.966684088
European restuarant,263390.4868176752,6251393.6024748
Traditional French restaurant,260153.64998388058,6252182.99946102
Asian restaurant,260019.9552754389,6252269.643011451
Asian restaurant,259995.0197094989,6252241.720676706
Asian restaurant,259938.24676919647,6252317.195805555
Asian restaurant,259938.24676919647,6252317.195805555
Traditional French restaurant,259638.24074150634,6252059.127799697
Maghrebian restaurant,259692.67597250422,6252434.471275419
Traditional French restaurant,259669.855476892,6252396.902333375
Traditional French restaurant,259627.5540703904,6252395.040813554
Asian restaurant,259430.1846132153,6252008.361248851
Traditional French restaurant,259199.64194778292,6252197.045132626
Other world restaurant,260591.46954117104,6253114.125603619
Asian restaurant,260471.0218521323,6253061.998788413
Indian / Middle Eastern restaurant,260700.0060446931,6253087.046698527
Traditional French restaurant,260774.5901035249,6252928.806078493
Other world restaurant,260621.1918452114,6252961.300167753
Asian restaurant,262526.53624962847,6253749.150754956
Traditional French restaurant,262615.9258007377,6253753.720671446
European restuarant,262975.153797526,6253141.37383928
Traditional French restaurant,262549.8020232056,6252994.979068946
Maghrebian restaurant,262549.8020232056,6252994.979068946
European restuarant,263189.22117832105,6254265.73619359
Asian restaurant,263282.95218957134,6254195.998704385
Asian restaurant,263453.938927429,6254817.90135047
European restuarant,263562.80938942474,6254861.913611508
Asian restaurant,263629.0444864452,6255100.260907355
Asian restaurant,263727.3395968163,6254182.965305303
European restuarant,263722.1075807481,6253729.855579192
European restuarant,265680.9966602389,6246477.476145244
Traditional French restaurant,259526.36465326144,6250131.397057223
Traditional French restaurant,259741.76786794554,6251684.139389167
Asian restaurant,260755.331831618,6256801.050095657
European restuarant,259669.4101989299,6250076.412491019
Traditional French restaurant,260347.23457837076,6252198.737383787
Traditional French restaurant,261195.15513974216,6252094.326120273
Central and South American restuarant,256940.8581600961,6252956.730678915
Asian restaurant,256900.67182391946,6253055.398337947
Asian restaurant,257213.92487101254,6252777.845590755
Indian / Middle Eastern restaurant,255971.0427563056,6254063.972992084
Traditional French restaurant,255720.90786049262,6253954.630178651
Traditional French restaurant,257312.8878983282,6252817.447072658
Asian restaurant,263316.34803680825,6250827.955526495
Asian restaurant,262895.3377226289,6252270.319917677
Traditional French restaurant,262895.3377226289,6252270.319917677
Traditional French restaurant,263405.7375879147,6251602.239797597
European restuarant,263403.5111980985,6251494.790088384
Traditional French restaurant,260671.7308940331,6252875.834210718
Asian restaurant,260380.18514764556,6252789.353694613
Traditional French restaurant,260871.7720189865,6252445.13276231
European restuarant,260685.0892329273,6252488.455767755
European restuarant,260854.1835394424,6252514.855832885
Asian restaurant,260834.70262855303,6252715.735947281
Asian restaurant,260922.42238729942,6252450.717356038
European restuarant,260950.6975379594,6252353.410568086
Maghrebian restaurant,260881.67945366944,6252126.817007577
Asian restaurant,263965.7859460951,6253985.097074539
Asian restaurant,264435.999475207,6253289.463609803
Maghrebian restaurant,264030.573889738,6253182.33097957
Asian restaurant,264138.21983733587,6251538.785080091
Traditional French restaurant,262179.77603581006,6248404.882860648
Traditional French restaurant,258141.216229319,6249350.3113308605
Traditional French restaurant,255814.193593778,6252933.037072633
Traditional French restaurant,260855.51937333154,6253196.209063782
Indian / Middle Eastern restaurant,258542.07771566723,6252441.578931855
European restuarant,258798.4465029638,6252569.010070208
Asian restaurant,258909.76599375537,6253178.099860865
Traditional French restaurant,258537.06833858156,6253477.837540484
European restuarant,258636.25400487683,6252974.162445866
Traditional French restaurant,260181.92513454056,6252124.109428872
Asian restaurant,259815.57269034156,6252191.291481195
Asian restaurant,260017.6175661315,6251988.223934647
European restuarant,260081.5149538474,6252065.0505837845
Asian restaurant,259982.4406070405,6252153.892842224
Asian restaurant,260061.5887649931,6252142.047153913
Asian restaurant,260131.052127248,6252275.5659427745
Asian restaurant,260053.7964006379,6252302.811480239
Asian restaurant,260153.64998388058,6252182.99946102
Asian restaurant,260000.25172556707,6252257.458708604
Asian restaurant,259920.99224812325,6252350.364460596
Asian restaurant,259881.36250939994,6252336.656990467
Maghrebian restaurant,261201.6116702082,6252078.249946088
European restuarant,261132.70490540663,6252105.664071996
Asian restaurant,261239.01501911535,6252231.736349055
European restuarant,261072.03578292517,6252278.104343184
Traditional French restaurant,260722.49258183443,6251510.357520862
Asian restaurant,260753.55071976394,6251358.068649836
Asian restaurant,260516.10624590341,6251531.678181336
Traditional French restaurant,260510.65159085562,6251476.00768077
Traditional French restaurant,260427.38461174158,6251516.449132661
Traditional French restaurant,260605.16183853892,6251620.514844421
Traditional French restaurant,264147.23671608896,6251874.508235504
European restuarant,264652.9611627627,6252063.696804202
Asian restaurant,265530.04743072396,6251659.94170013
European restuarant,265968.2009464853,6249923.303502882
Traditional French restaurant,269295.651845787,6245784.488134029
Asian restaurant,265216.6830641397,6245939.889739568
Traditional French restaurant,253598.37912953738,6247252.377593953
Traditional French restaurant,255699.08924029584,6253304.695847384
Traditional French restaurant,258454.80323488294,6252950.638030966
European restuarant,258637.47851927474,6253288.44812827
Traditional French restaurant,257085.46217863617,6251235.055083452
Indian / Middle Eastern restaurant,257088.02252692322,6251210.6894721305
European restuarant,256681.14978807388,6251249.0991829345
European restuarant,256167.52165755368,6251038.947741854
Central and South American restuarant,261375.49271482654,6252883.44995406
Traditional French restaurant,261369.25882334297,6252831.493796633
European restuarant,261185.24770506204,6251718.828504536
European restuarant,260568.09244810266,6251909.028911331
European restuarant,260669.8384626878,6251810.205391012
Traditional French restaurant,258981.45574582645,6252231.567123268
European restuarant,266041.78312989883,6250372.318257256
Asian restaurant,265472.8292124566,6250231.046919165
European restuarant,266413.4789096572,6250058.479140464
Asian restaurant,266826.2515815193,6249641.962378766
Indian / Middle Eastern restaurant,264422.41849733033,6250017.19874198
Asian restaurant,267167.33450131025,6249046.321478019
Asian restaurant,267261.3994710315,6249034.480135225
Traditional French restaurant,265500.21380718955,6249916.028780053
Asian restaurant,265484.51775898796,6249535.721739156
Asian restaurant,251381.11751191635,6247342.691540582
European restuarant,256088.81877756323,6250751.30929512
Traditional French restaurant,256324.03686161042,6250569.256126416
European restuarant,256499.81033757405,6250485.675406131
Asian restaurant,264300.41233542,6249180.637296478
Traditional French restaurant,264150.4649813234,6249456.380474602
Traditional French restaurant,264150.24234234093,6249595.608814818
Traditional French restaurant,264298.5199040775,6249585.120087363
Traditional French restaurant,263945.8597572436,6249103.498480448
Traditional French restaurant,260837.59693531378,6251758.763466969
Traditional French restaurant,260726.6114029931,6251871.969956069
Asian restaurant,260626.08990280583,6251889.568709125
Traditional French restaurant,260934.8901702666,6251141.3155460525
Traditional French restaurant,260363.15326555198,6252170.646058268
Asian restaurant,259578.79613342276,6252042.036360264
Other world restaurant,261839.02707448995,6252768.199103984
Traditional French restaurant,258596.73558564475,6255232.979923742
Traditional French restaurant,265687.3418712137,6249533.691676212
Traditional French restaurant,265764.82023680623,6249533.353332438
Traditional French restaurant,265985.4554675585,6249759.031633127
Maghrebian restaurant,266582.57321617234,6249426.944885294
Asian restaurant,266582.57321617234,6249426.944885294
Asian restaurant,266484.94602274866,6249558.221636004
European restuarant,266069.27904412587,6249789.652615457
Asian restaurant,265412.82800691685,6250212.098128488
Indian / Middle Eastern restaurant,265444.665381285,6250223.602746346
Caribbean restaurant,265147.33102137595,6250173.862304952
Traditional French restaurant,255203.49486728467,6251976.886140157
Traditional French restaurant,251414.40203966486,6254550.785689692
Traditional French restaurant,254235.349255857,6254283.5091892425
European restuarant,264238.4073790494,6249054.272103185
Indian / Middle Eastern restaurant,255083.4924562109,6247594.5270875
Traditional French restaurant,255477.67477310778,6248207.995306043
Asian restaurant,256446.15434300914,6247925.8654467305
Asian restaurant,255907.70196604304,6247644.083251223
Indian / Middle Eastern restaurant,256047.964524442,6247673.005241822
Traditional French restaurant,255955.346708104,6247830.809420842
Asian restaurant,259620.20698400016,6252058.112465698
Asian restaurant,259620.20698400016,6252058.112465698
European restuarant,259629.7804602066,6252080.280619037
Asian restaurant,259641.35768724955,6252448.855824383
Asian restaurant,259667.40644809618,6252397.9177079955
Traditional French restaurant,260777.37309079443,6254224.096749874
Asian restaurant,260880.23230028906,6254140.649212836
Indian / Middle Eastern restaurant,260810.212340578,6254397.934321213
Maghrebian restaurant,261090.96009635838,6254365.434718208
European restuarant,261150.1820654623,6254808.760371101
European restuarant,258585.4923170755,6255332.520551444
Indian / Middle Eastern restaurant,258743.45467450976,6255276.825056006
Asian restaurant,258590.83565263488,6255215.035649383
European restuarant,258404.8207835174,6255338.276337815
Indian / Middle Eastern restaurant,258937.92982492695,6255251.7706669085
Other world restaurant,257273.92607654945,6255406.66892249
Traditional French restaurant,259811.3425496917,6255590.519054853
European restuarant,260120.36545613207,6255286.474401315
Traditional French restaurant,265061.948971937,6250320.377503356
Asian restaurant,264041.4831998364,6250145.608510851
Central and South American restuarant,264109.8333671818,6250094.00751337
Asian restaurant,264291.61809564655,6249881.516226664
European restuarant,264785.9879542598,6254357.309836952
Traditional French restaurant,264298.5199040775,6249585.120087363
Traditional French restaurant,257637.16157500807,6248330.795769611
European restuarant,257361.645835293,6248184.3149806075
Traditional French restaurant,260845.1666606893,6254385.2391489465
Indian / Middle Eastern restaurant,260631.8785163273,6254654.380877104
European restuarant,260540.15125591352,6254677.571476685
Traditional French restaurant,260540.15125591352,6254677.571476685
European restuarant,261082.94509302356,6254839.061062797
African restaurant,259921.66016506782,6255410.054708359
Traditional French restaurant,259906.52071431957,6255418.857757962
Traditional French restaurant,259906.52071431957,6255418.857757962
European restuarant,259826.14804196625,6255542.6092894785
African restaurant,259795.3125430164,6255215.882076563
European restuarant,260295.02573718905,6257257.033453268
Asian restaurant,259927.4487785893,6256134.13612673
Central and South American restuarant,260003.1460323278,6256268.903030431
Traditional French restaurant,265865.67569546436,6250823.048793327
Traditional French restaurant,265178.61179828795,6250663.666110181
Traditional French restaurant,263717.3208426449,6252059.297022044
Traditional French restaurant,263552.0113988176,6252188.58388188
European restuarant,264572.1432124473,6246175.280407096
African restaurant,263404.1791150431,6254843.800845604
Traditional French restaurant,263579.618632533,6254640.838950519
Other world restaurant,260829.69325146737,6250996.13975427
Asian restaurant,256109.63552234173,6247509.960924622
Asian restaurant,255872.07972898998,6247247.472931532
Indian / Middle Eastern restaurant,256132.78997642765,6247640.700568709
Traditional French restaurant,256386.15313747225,6247221.765781824
European restuarant,258533.06083691132,6248416.215874636
Asian restaurant,258449.1259408527,6248313.035261876
Asian restaurant,258428.1978765858,6248287.155731553
Indian / Middle Eastern restaurant,258358.06659738347,6248286.309996598
Traditional French restaurant,258459.2560145153,6248496.393152914
European restuarant,258110.71468884283,6248560.839996349
European restuarant,261964.81809908804,6254374.405950324
Asian restaurant,261596.79586252337,6254637.62274614
European restuarant,262086.3789830334,6254409.952435169
Other world restaurant,260618.4088579419,6255122.267743219
Traditional French restaurant,260544.7153550371,6255348.772193635
Traditional French restaurant,260468.12754537156,6255248.554230436
Traditional French restaurant,260574.66029805993,6255340.477080703
Traditional French restaurant,260472.58032500392,6255686.677988721
Traditional French restaurant,260546.49646689117,6255629.117932301
Traditional French restaurant,260493.61970876207,6255709.702120879
Traditional French restaurant,260637.44449086915,6255751.010279637
Traditional French restaurant,260644.12366031483,6255714.950277411
Traditional French restaurant,260620.52392826683,6255304.080252674
Traditional French restaurant,260769.0241289859,6255139.365401339
Asian restaurant,258982.34630175348,6256674.740446564
African restaurant,259026.09486163544,6256673.893873505
African restaurant,258708.05507643914,6256115.00481807
Traditional French restaurant,263480.6556052202,6251988.731597444
Asian restaurant,259911.8640498761,6251721.366738071
Traditional French restaurant,261325.28762447854,6251998.207975199
European restuarant,258288.2692766577,6248231.675697668
Asian restaurant,257748.25842682002,6248356.675433255
Asian restaurant,257965.4427533582,6248436.175548078
Traditional French restaurant,257954.75608223944,6248418.4148194045
Indian / Middle Eastern restaurant,256218.39466484627,6245793.1120874975
Traditional French restaurant,254347.89326104932,6247022.707138109
Asian restaurant,254276.31482846662,6246813.844345596
Maghrebian restaurant,254680.0706215756,6246776.131207966
European restuarant,254608.15823052207,6246638.132996333
Traditional French restaurant,255089.28106973236,6247082.576450796
Indian / Middle Eastern restaurant,262877.41528461117,6255023.575995501
African restaurant,263135.45386426774,6254724.968520123
Asian restaurant,263216.4944535656,6254650.995393427
Indian / Middle Eastern restaurant,262508.7251311019,6254261.673799824
Traditional French restaurant,258968.76532387684,6256092.995401419
Indian / Middle Eastern restaurant,258970.991713693,6255567.156661894
Asian restaurant,259293.7069175013,6255387.877835514
Asian restaurant,259293.7069175013,6255387.877835514
Traditional French restaurant,259263.0940575339,6256423.989207874
Asian restaurant,259133.62948974207,6256839.823811063
Maghrebian restaurant,261260.27704185597,6257203.526521712
Asian restaurant,265091.8939149598,6250933.197177352
European restuarant,265016.7532586747,6251076.849065604
European restuarant,265273.23336546245,6250983.449680954
European restuarant,263900.7753634725,6250043.591104702
Central and South American restuarant,264445.57295141625,6250344.740553472
Traditional French restaurant,264282.0446194401,6250372.318257256
Traditional French restaurant,260773.47690861824,6249142.744456958
Asian restaurant,264567.0225158704,6252987.701707093
Indian / Middle Eastern restaurant,264482.53102235845,6252397.9177079955
Asian restaurant,261704.99840757457,6252023.760403781
Asian restaurant,261664.70075190952,6252052.528130876
Traditional French restaurant,259708.14938172617,6252573.071651967
Traditional French restaurant,262785.91066317697,6250765.014199476
Indian / Middle Eastern restaurant,253210.09674565037,6250718.823684496
Asian restaurant,253240.70960561777,6250709.179542828
Traditional French restaurant,253721.94376431647,6250581.438000671
Traditional French restaurant,253799.31081041778,6250498.19554248
Asian restaurant,252587.0415556811,6250265.89926985
European restuarant,252343.91978778748,6250521.882337546
Asian restaurant,261471.33879639898,6254033.336550572
Traditional French restaurant,264050.72271757195,6245121.315492454
Asian restaurant,262954.7823307125,6245136.194880532
Asian restaurant,262951.7767044605,6245113.875808212
Asian restaurant,262852.5910381624,6245171.195362326
Asian restaurant,262870.6247956714,6245320.498558091
Asian restaurant,262856.93249830353,6245330.812919042
Asian restaurant,262849.8080508929,6246452.447773226
Traditional French restaurant,261431.9316966581,6255954.845292967
African restaurant,261717.46619054457,6256246.7239075815
African restaurant,261759.54495806366,6256205.244024634
Asian restaurant,264075.1016860558,6250239.84458639
European restuarant,265129.6312223407,6249673.259636569
Caribbean restaurant,265113.9351741391,6249560.759222108
European restuarant,259125.16920844233,6245679.986807236
Indian / Middle Eastern restaurant,258979.00671703066,6246788.645862831
Traditional French restaurant,258777.51843869407,6246730.977133961
European restuarant,261332.07811341828,6252204.660265522
Central and South American restuarant,261225.10008276498,6251150.114158871
European restuarant,259991.7914442673,6251963.010054126
Traditional French restaurant,259575.79050717363,6252415.179095172
Asian restaurant,266421.6052324861,6249949.188032443
Asian restaurant,254446.4110104,6252397.579249773
Caribbean restaurant,253063.60029576498,6251607.485408854
Asian restaurant,254084.28870684805,6251440.811930021
Asian restaurant,254692.53840454278,6252710.828120217
Asian restaurant,263361.2097915969,6244957.136706345
Asian restaurant,263296.64448693645,6245006.339283726
Traditional French restaurant,263290.29927596165,6245522.560866255
Asian restaurant,263039.1625047332,6244822.549672424
Asian restaurant,262965.1350433547,6245038.80299637
Traditional French restaurant,264056.6226505847,6245658.173586079
European restuarant,264265.680654294,6246258.311290375
Traditional French restaurant,263960.4426105385,6245987.4070127485
Asian restaurant,256505.37631211308,6252640.934202085
Indian / Middle Eastern restaurant,262776.4485064618,6255122.437026795
Traditional French restaurant,262044.52285449393,6245656.651735538
Traditional French restaurant,254233.23418553206,6249088.104634135
Traditional French restaurant,258793.65976485776,6248055.089228068
Asian restaurant,258585.38099758426,6247865.651897254
Traditional French restaurant,258665.64235044632,6248004.177529163
Asian restaurant,258754.47530409938,6247899.479681361
Indian / Middle Eastern restaurant,258630.5767108466,6247669.115143769
Asian restaurant,258741.56224316728,6247831.824248225
Asian restaurant,258733.32460085,6247815.925299845
Other world restaurant,258714.9568848673,6247782.605260131
Indian / Middle Eastern restaurant,258708.61167389248,6247092.723833861
Caribbean restaurant,259127.0616397848,6246857.3076765435
Asian restaurant,258758.48280576678,6248138.815112526
Traditional French restaurant,262296.438862161,6251331.672190661
Traditional French restaurant,260757.89217990503,6251308.99837475
Traditional French restaurant,259372.9663949479,6252586.948737681
European restuarant,254560.40216897268,6253759.47538461
Traditional French restaurant,254599.80926871355,6253778.093601049
European restuarant,254617.50906774885,6253780.970965424
Traditional French restaurant,255221.08334683158,6253502.548178343
Traditional French restaurant,255127.68629405493,6253248.167459092
Traditional French restaurant,255222.19654173823,6252623.672354717
Traditional French restaurant,255356.00256967117,6252629.934001168
Traditional French restaurant,255121.11844409766,6252478.47114919
Asian restaurant,253154.88227821668,6252202.798787957
Traditional French restaurant,254133.0466438157,6253596.9908697335
Indian / Middle Eastern restaurant,254356.24222285784,6252936.421869475
European restuarant,254150.6351233626,6252846.386734246
Asian restaurant,264000.7402662064,6245707.718425291
Asian restaurant,264266.45989072975,6244933.634545118
Asian restaurant,264031.3531261738,6245330.812919042
European restuarant,255807.73706331197,6248345.004202605
Asian restaurant,256045.84945411707,6248311.174639408
Central and South American restuarant,255151.0633871205,6246332.211151916
Traditional French restaurant,256396.61716960854,6248943.978990584
Traditional French restaurant,264746.80349350144,6256396.899714437
Asian restaurant,267312.6064367949,6249595.270468567
Traditional French restaurant,258762.49030743702,6248121.900725736
Traditional French restaurant,258777.40711920284,6248039.697286828
Traditional French restaurant,258777.40711920284,6248039.697286828
Traditional French restaurant,258265.89405900758,6245219.046496485
Asian restaurant,258787.0919149033,6246388.186075582
European restuarant,259235.26418483598,6246240.89333907
Asian restaurant,259217.56438580068,6246247.995800324
Asian restaurant,259382.20591268345,6246458.535748805
Asian restaurant,259319.31040038582,6246487.791914684
Traditional French restaurant,259203.53812995908,6246596.869261737
Traditional French restaurant,259171.812075085,6246769.704770762
African restaurant,264082.3374529576,6253613.746941137
European restuarant,262645.0915073247,6254559.757118207
Asian restaurant,254030.1874343239,6252658.5345532745
Traditional French restaurant,254296.5749757918,6252513.332749966
European restuarant,254469.120186521,6252263.889310698
Traditional French restaurant,254594.02065519206,6252183.845585159
Traditional French restaurant,254660.36707170377,6252325.657184808
Indian / Middle Eastern restaurant,261953.57483051595,6248755.02925019
Maghrebian restaurant,261835.6874897671,6248839.100368932
Asian restaurant,254853.50638823182,6249187.742222763
European restuarant,254697.3251426488,6249334.071196438
European restuarant,254428.71121136472,6248961.064179368
Asian restaurant,254767.79038031914,6248680.093322501
Indian / Middle Eastern restaurant,254858.8497237884,6248624.949022593
Asian restaurant,255296.22400311672,6248428.22550302
European restuarant,255409.65856423322,6248475.418432981
Indian / Middle Eastern restaurant,255372.14389583768,6248368.008382746
Asian restaurant,255509.28950849344,6248375.958371291
Asian restaurant,254796.06553098198,6252696.7815964045
European restuarant,254857.29125091678,6252939.29894785
Asian restaurant,254560.40216897268,6253759.47538461
Traditional French restaurant,255221.08334683158,6253571.772198514
Asian restaurant,254868.53451948887,6252116.49436841
Asian restaurant,254830.797212108,6252038.99036478
Indian / Middle Eastern restaurant,254932.09794873107,6251996.684985204
Traditional French restaurant,254913.06231580663,6251998.715638595
Asian restaurant,258700.3740315752,6245011.580812244
African restaurant,258773.28829804418,6245076.001153337
Asian restaurant,260612.50892492916,6246281.64801912
Asian restaurant,260613.51080034743,6246244.951887628
Traditional French restaurant,260599.150586035,6244607.99260255
Traditional French restaurant,266050.35473068984,6248077.585192491
Asian restaurant,262884.4284125305,6245265.714293962
Asian restaurant,258003.06874124496,6247130.776628593
African restaurant,256808.2766465611,6248049.845816375
Traditional French restaurant,263106.844755134,6248219.497202278
Asian restaurant,263091.26002642367,6248187.867025203
Other world restaurant,261925.74495781807,6247952.251294287
Maghrebian restaurant,262000.55165563236,6247981.174336987
Central and South American restuarant,261992.202693821,6248371.898801742
Maghrebian restaurant,261744.29418782418,6247657.783129198
Asian restaurant,261706.6681999374,6247555.626547734
Traditional French restaurant,261537.79653240475,6248340.606351755
Traditional French restaurant,261091.73933279418,6248518.382834414
Asian restaurant,260839.9346446212,6248771.268274506
Indian / Middle Eastern restaurant,255125.90518220086,6248238.441536006
Indian / Middle Eastern restaurant,254852.6158323048,6248612.939115309
Indian / Middle Eastern restaurant,253581.34724744663,6248208.841033175
Asian restaurant,251707.50625892117,6249176.239011767
Indian / Middle Eastern restaurant,255947.77698272845,6251831.865241995
Asian restaurant,255569.0680750507,6253798.404429309
Traditional French restaurant,255556.48897258946,6253951.922015431
Asian restaurant,255556.48897258946,6253951.922015431
Asian restaurant,255546.80417689183,6253963.939496317
European restuarant,255557.04557004565,6254024.196418219
Asian restaurant,255651.22185925525,6253891.15783099
Traditional French restaurant,255361.12326624806,6254206.154613682
European restuarant,255318.26526229313,6254158.083417316
Asian restaurant,255236.5567560507,6254076.836945322
Traditional French restaurant,255309.69366150216,6254032.320979821
Traditional French restaurant,255335.51978336636,6253856.121298895
Traditional French restaurant,254219.9871661263,6253747.796706098
Asian restaurant,259413.26405061295,6246222.79900039
European restuarant,259348.03082901076,6245863.6259186845
Asian restaurant,267309.2668520721,6248593.1481784815
European restuarant,265551.9773704092,6249419.332249533
Indian / Middle Eastern restaurant,265571.7922397694,6249415.779688519
Indian / Middle Eastern restaurant,265629.3444165105,6249402.07696714
Traditional French restaurant,265661.9610273144,6249086.41300438
Traditional French restaurant,257699.38917036113,6247751.31498683
European restuarant,254442.514828221,6254596.997111787
Traditional French restaurant,266849.7399940761,6251951.503073202
Asian restaurant,266685.0984671933,6252129.186139654
Maghrebian restaurant,266588.5844686763,6252078.249946088
Asian restaurant,266096.55231937044,6252513.163518546
European restuarant,260772.02975523786,6248640.342027249
European restuarant,261625.96156911322,6247790.216425166
European restuarant,261523.5476375835,6248423.82760896
Traditional French restaurant,261479.91039719278,6248271.086781917
Traditional French restaurant,261544.36438236202,6247481.885145195
European restuarant,261388.6284147411,6247454.82424103
Traditional French restaurant,260310.2765074257,6249714.707534346
Traditional French restaurant,252587.37551415197,6250180.122140355
Indian / Middle Eastern restaurant,251757.60002977794,6247565.267099636
Traditional French restaurant,254163.88214276556,6250984.126484388
European restuarant,254191.82333495468,6253917.731529303
Other world restaurant,254266.4073937865,6252834.709315036
Indian / Middle Eastern restaurant,254047.77591386795,6252695.089245708
Asian restaurant,254040.65146645732,6252529.91744537
European restuarant,254343.77443988784,6252619.779982234
European restuarant,254454.6486527173,6252206.5217434885
Traditional French restaurant,254462.77497554617,6252115.140580604
European restuarant,254194.04972477086,6252078.757614281
Asian restaurant,254644.11442604882,6251998.038754074
European restuarant,254734.06057460856,6252195.014431672
Maghrebian restaurant,255315.92755298573,6255407.0075010145
Traditional French restaurant,267109.8936440604,6248182.285241508
Asian restaurant,267098.53905599995,6247867.850699117
Indian / Middle Eastern restaurant,267162.1024852421,6247826.750112523
Indian / Middle Eastern restaurant,267034.8643072665,6247799.349832236
European restuarant,267032.1926394882,6247086.466279536
Traditional French restaurant,267015.2720768859,6246960.132319967
Maghrebian restaurant,267295.12927674205,6246919.5434958525
Indian / Middle Eastern restaurant,267235.46202967607,6246804.035531311
Asian restaurant,265472.0499760208,6252391.1485461565
Traditional French restaurant,257800.9125459638,6255375.01189011
Traditional French restaurant,257924.69981972539,6256149.034874921
Asian restaurant,259870.11924083068,6249826.364104837
Traditional French restaurant,259871.56639421106,6249807.754574207
European restuarant,259892.82841695167,6249761.738455831
Asian restaurant,260285.0069830177,6248248.928596107
Traditional French restaurant,267730.27716625144,6251071.434580398
European restuarant,267811.87435300264,6250976.681649626
Traditional French restaurant,255571.96238181143,6254915.067185619
Asian restaurant,255398.30397617276,6254517.608413996
Traditional French restaurant,255372.03257634645,6254493.064084517
Traditional French restaurant,255508.84423053134,6254726.492000921
European restuarant,257148.24637144257,6254806.729043694
Traditional French restaurant,256762.63565533666,6255006.140008711
Indian / Middle Eastern restaurant,266285.0162172837,6247142.615310702
Asian restaurant,266344.2381863848,6247195.889584907
Asian restaurant,267309.2668520721,6248593.1481784815
Asian restaurant,268236.8921688522,6248270.071901911
European restuarant,267871.76423905115,6248915.898458141
Asian restaurant,267842.59853246127,6246899.418276005
Traditional French restaurant,260145.18970258083,6255225.02349551
Traditional French restaurant,260624.64274942546,6255292.907304296
European restuarant,260671.61957454187,6255317.115377749
Maghrebian restaurant,263094.26565267565,6256500.856117488
Traditional French restaurant,260517.77603826625,6256812.732986843
Asian restaurant,260558.85293036708,6248792.074569908
Other world restaurant,260770.47128236626,6248677.725155009
Traditional French restaurant,261550.48695435436,6248266.350676266
Traditional French restaurant,261560.83966699944,6248070.650339949
Indian / Middle Eastern restaurant,261501.6176978955,6248263.813477894
European restuarant,261272.74482482596,6249008.429239346
Traditional French restaurant,259284.80135823943,6253067.922273982
European restuarant,264910.1091864951,6252206.352518205
European restuarant,255777.34684232422,6254868.854027399
Asian restaurant,256002.21221372634,6254925.901076061
Central and South American restuarant,255482.3501917226,6255383.645614472
European restuarant,255660.7953354645,6255424.782892658
Traditional French restaurant,255648.99546943908,6255408.361815255
Asian restaurant,255506.06124326182,6255428.676554862
European restuarant,256495.91415539503,6256111.449446891
European restuarant,256749.8339138958,6255846.324546209
Traditional French restaurant,256772.76572899643,6255899.484301375
Asian restaurant,258522.26284630416,6256043.220470179
European restuarant,258314.76331546647,6255969.235824073
Asian restaurant,267595.2466239206,6247298.88746496
Asian restaurant,266323.42144160625,6247789.709013954
Traditional French restaurant,265527.7097214166,6249357.585567834
Asian restaurant,265653.6120655031,6249103.329317148
European restuarant,265445.66725670046,6248950.407077367
Traditional French restaurant,265548.52646619506,6248301.5332386345
Maghrebian restaurant,266667.28734866675,6250594.973437056
Traditional French restaurant,267227.22438735596,6250859.257167041
European restuarant,261358.57215222705,6248936.874268761
Asian restaurant,261273.7467002414,6249087.089656239
Asian restaurant,261426.3657221191,6249158.98422457
Asian restaurant,261427.59023651984,6249135.808732365
Traditional French restaurant,261429.8166263332,6249082.522257219
Asian restaurant,261271.52031042523,6249164.566651877
Traditional French restaurant,261198.27208548537,6249183.174769463
Asian restaurant,261409.55647901085,6249638.409724376
Asian restaurant,261431.04114073393,6249654.14291941
Asian restaurant,261314.82359234508,6249676.304781337
Central and South American restuarant,261146.95380022787,6249617.939697168
European restuarant,261294.78608400238,6249715.215060884
Traditional French restaurant,261046.7662585143,6249989.114651451
Traditional French restaurant,261060.12459741134,6249882.869657482
Traditional French restaurant,261144.2821324496,6249935.484448113
