age,amount,fraud,M,es_barsandrestaurants,es_contents,es_fashion,es_food,es_health,es_home,es_hotelservices,es_hyper,es_leisure,es_otherservices,es_sportsandtoys,es_tech,es_transportation,es_travel
2,44.69,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,45.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,32.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,45.7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,52.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,28.96,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,1.0998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,2.13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,9.62,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,45.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,28.15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,61.89,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,5.07,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,12.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,22.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,20.91,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,3.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,3.11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,24.09,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,29.52,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,26.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,101.35,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5,14.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,52.72,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,60.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,26.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,21.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,22.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,13.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,37.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,2.86,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3,32.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5,27.73,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,20.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5,3.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,43.07,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,21.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5,38.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,3.54,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,16.49,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,55.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,17.55,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,37.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,3.16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,43.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,26.43,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,18.03,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5,2.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,22.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,6.22,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,27.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,4.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,47.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,32.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,124.46,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3,25.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,29.76,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,236.1474,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4,223.3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3,3.54,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,56.02,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,25.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,22.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,20.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,30.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,32.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,26.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,13.52,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,1.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,67.82,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,41.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,26.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,12.55,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,19.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,86.02,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2,33.72,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3,55.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5,45.13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,20.17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,55.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,18.37,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,7.91,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,10.05,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,39.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,14.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,48.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,28.25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,3.61,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,52.53,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,29.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,15.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,18.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,161.65,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3,38.62,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,36.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,11.86,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,22.07,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5,32.86,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,41.71,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,43.48,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5,34.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,14.71,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,26.64,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,11.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,30.03,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,58.11,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4,39.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,46.19,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,38.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,5.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,42.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,33.17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,6.52,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,38.17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,52.25,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3,12.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,39.22,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,171.43,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5,20.17,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5,15.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,40,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,29.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,37.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,38.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,7.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,24.77,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3,45.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,1.0998,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,10.63,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,19.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,18.31,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,38.55,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,33.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,12.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5,46.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,3.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,7.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,50.3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5,40.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5,58.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,30.77,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,4.93,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,58.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,4.87,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,87.05,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4,119.89,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2,60.26,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,42.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,10.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,1.73,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4,51.65,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,24.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,19.91,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5,27.63,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,27.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,25.66,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,26.67,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,71.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,8.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,78.04,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,16.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,28.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,3.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,3.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,1.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,3.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5,89.19,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,7.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,34.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,34.24,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,67.03,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,26.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,7.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,23.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,38.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,34.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6,34.36,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,17.23,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,30.45,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6,26.84,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,4.84,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,1.0998,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,27.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,32.22,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,12.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,6.89,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,10.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,14.45,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,15.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,46.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,17.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,38.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,7.62,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,16.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,19.32,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,10.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,18.23,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3,148.89,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2,35.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,25.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,37.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,63.33,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,1.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,4.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6,1.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,77.75,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,45.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,2.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5,41.88,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,61.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,2.03,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,35.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,37.04,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,12.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6,40.44,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3,2.15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4,60.02,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,20.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,6.25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,19.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,1.0998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,32.46,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5,38.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,34.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,18.13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5,58.9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5,103.38,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,1.0998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,5.3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6,30.87,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,48.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6,30.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,24.19,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,22.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,33.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,51.75,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,4.31,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3,4.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,164.05,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2,40.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,25.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5,14.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5,46.88,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,56.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,26.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,33.34,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,24.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,37.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,26.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,53.41,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,17.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,34.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,147.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,33.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,7.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,21.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,17.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,27.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,54.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,6.31,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,105.83,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,19.12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,44.34,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3,22.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,40.04,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,25.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,5.62,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,21.09,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3,27.19,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5,30.37,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,6.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,32.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,12.22,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5,27.98,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,25.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,1.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,4.66,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,35.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,29.48,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6,25.23,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,31.98,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,5.19,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,3.85,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5,26.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5,14.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,25.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,15.94,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,16.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,27.56,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,27.42,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,52.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,32.18,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,54.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,43.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,13.43,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,5.35,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2,34.68,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,59.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5,46.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,31.61,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,11.78,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,7.59,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,66.35,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3,35.97,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,68.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,50.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,8.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5,25.95,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,10.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,28.17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,38.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,46.14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,21.37,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5,12.25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,29.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,22,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,60.73,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,48.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,40.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,1.0998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,51.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,22.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,24.07,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,61.61,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,24.38,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5,63.99,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,19.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,24.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5,24.34,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5,162.78,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4,15.89,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,27.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,39.39,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,16.71,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5,18.06,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5,94.69,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,5.03,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2,35.56,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5,15.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,30.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,29.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,48.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,15.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6,22.67,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,1.0998,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,57.92,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,19.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,24.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,15.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,46.91,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,34.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,21.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,47.12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,15.06,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,29.59,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,81.98,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,10.59,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,25.6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,14.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,49.93,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,60.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,4.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,20.86,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
