age,gender,category,amount,fraud
5,M,es_transportation,30.37,0
2,F,es_transportation,6.98,0
1,F,es_transportation,32.7,0
1,M,es_transportation,12.22,0
5,M,es_transportation,27.98,0
4,F,es_transportation,25.49,0
1,F,es_transportation,1.35,0
3,M,es_transportation,4.66,0
1,F,es_transportation,35.55,0
1,M,es_transportation,29.48,0
6,F,es_food,25.23,0
2,M,es_fashion,31.98,0
1,M,es_transportation,5.19,0
4,M,es_transportation,3.85,0
5,F,es_transportation,26.08,0
5,F,es_transportation,14.27,0
4,F,es_transportation,25.99,0
3,F,es_fashion,15.94,0
1,F,es_transportation,16.26,0
2,M,es_transportation,27.56,0
2,M,es_food,27.42,0
1,F,es_transportation,52.96,0
1,F,es_transportation,38,0
1,M,es_transportation,32.18,0
2,F,es_transportation,54.16,0
2,F,es_transportation,43.4,0
4,M,es_wellnessandbeauty,13.43,0
4,F,es_barsandrestaurants,5.35,0
2,M,es_transportation,34.68,0
1,F,es_transportation,59.46,0
5,F,es_transportation,46.48,0
3,M,es_transportation,31.61,0
4,M,es_transportation,11.78,0
4,M,es_transportation,7.59,0
3,F,es_fashion,66.35,0
3,M,es_transportation,35.97,0
3,F,es_transportation,68.69,0
2,F,es_transportation,50.78,0
2,F,es_transportation,8.34,0
5,M,es_transportation,25.95,0
3,F,es_transportation,10.72,0
4,M,es_transportation,28.17,0
3,F,es_transportation,38.16,0
2,M,es_transportation,46.14,0
2,M,es_transportation,21.37,0
5,M,es_transportation,12.25,0
2,F,es_transportation,29.42,0
4,M,es_transportation,22,0
4,F,es_food,60.73,0
2,F,es_transportation,48.95,0
2,F,es_transportation,40.51,0
2,F,es_transportation,1.0998,0
3,F,es_transportation,51.57,0
3,F,es_transportation,22.83,0
1,M,es_transportation,24.07,0
3,M,es_transportation,61.61,0
2,M,es_transportation,24.38,0
5,M,es_transportation,63.99,0
4,F,es_transportation,19.11,0
2,F,es_transportation,24.08,0
5,M,es_transportation,24.34,0
5,F,es_tech,162.78,0
4,M,es_transportation,15.89,0
4,F,es_transportation,27.85,0
4,M,es_transportation,39.39,0
2,M,es_transportation,16.71,0
5,M,es_transportation,18.06,0
5,M,es_food,94.69,0
2,F,es_hyper,5.03,0
2,M,es_barsandrestaurants,35.56,0
5,F,es_transportation,15.73,0
3,F,es_transportation,30.71,0
2,F,es_transportation,29.62,0
3,F,es_transportation,48.88,0
2,F,es_transportation,15.79,0
6,M,es_transportation,22.67,0
4,M,es_transportation,1.0998,0
1,M,es_transportation,57.92,0
2,F,es_transportation,19.4,0
2,F,es_transportation,24.02,0
1,F,es_transportation,15.58,0
3,M,es_transportation,46.91,0
2,F,es_transportation,34.32,0
2,F,es_transportation,21.61,0
4,M,es_transportation,47.12,0
2,F,es_food,15.06,0
1,M,es_transportation,29.59,0
4,M,es_transportation,81.98,0
3,M,es_transportation,10.59,0
2,M,es_transportation,25.6,0
4,F,es_transportation,14.33,0
3,M,es_transportation,49.93,0
1,F,es_transportation,60.67,0
2,F,es_transportation,4.75,0
2,M,es_transportation,20.86,0
1,M,es_wellnessandbeauty,23.74,0
1,F,es_transportation,43.42,0
3,F,es_fashion,47.82,0
5,M,es_transportation,26.1,0
4,F,es_transportation,19.87,0
3,F,es_transportation,13.1,0
5,F,es_transportation,15.28,0
2,M,es_food,32.47,0
2,F,es_transportation,37.57,0
2,F,es_transportation,20.22,0
2,M,es_transportation,31.65,0
2,M,es_transportation,15.92,0
4,F,es_hyper,31.72,0
2,F,es_transportation,60.53,0
1,F,es_transportation,22.63,0
1,M,es_transportation,2.23,0
3,F,es_food,83.15,0
3,F,es_transportation,20.47,0
5,F,es_food,20.48,0
2,M,es_transportation,41.95,0
2,F,es_food,12.85,0
4,M,es_transportation,10.23,0
2,F,es_sportsandtoys,210.35,0
3,M,es_transportation,31.92,0
4,F,es_hyper,31.69,0
4,F,es_transportation,16.51,0
2,F,es_wellnessandbeauty,46.16,0
4,F,es_transportation,15.34,0
4,F,es_tech,11.12,0
3,F,es_transportation,1.76,0
3,F,es_transportation,7.49,0
6,M,es_transportation,61.28,0
2,F,es_transportation,19.02,0
3,F,es_transportation,50.13,0
3,F,es_transportation,58.95,0
3,M,es_food,1.0998,0
2,F,es_transportation,19.49,0
1,F,es_transportation,35.84,0
3,F,es_transportation,46.87,0
2,M,es_transportation,11.94,0
4,F,es_transportation,30.42,0
6,M,es_transportation,37.16,0
1,M,es_transportation,27.8,0
2,U,es_transportation,51.32,0
3,M,es_transportation,1.6,0
1,F,es_transportation,17.57,0
5,M,es_food,90.13,0
5,M,es_transportation,19.21,0
3,M,es_transportation,12.91,0
2,F,es_transportation,35.64,0
2,F,es_transportation,66.06,0
1,M,es_transportation,58.04,0
3,F,es_transportation,37.26,0
3,F,es_transportation,30.6,0
2,F,es_transportation,16.61,0
4,F,es_transportation,34.22,0
2,F,es_transportation,14.33,0
4,F,es_transportation,60.3,0
3,M,es_transportation,15.26,0
3,F,es_transportation,16.04,0
2,F,es_transportation,17.08,0
3,F,es_transportation,1.0998,0
4,M,es_health,179.31,0
6,M,es_hyper,21.15,0
3,F,es_transportation,18.02,0
4,F,es_transportation,36.39,0
3,M,es_transportation,12.49,0
2,F,es_food,17.78,0
2,M,es_transportation,57.34,0
2,F,es_transportation,17.27,0
3,M,es_transportation,10.14,0
2,F,es_transportation,36.56,0
2,F,es_transportation,34.17,0
2,F,es_transportation,32.26,0
3,F,es_transportation,54.95,0
3,M,es_food,24.13,0
2,F,es_barsandrestaurants,1.0998,0
6,F,es_transportation,50.99,0
3,M,es_transportation,12.14,0
4,M,es_transportation,8.95,0
5,F,es_transportation,14.58,0
2,F,es_transportation,38.23,0
4,M,es_transportation,4.44,0
5,F,es_transportation,45.2,0
2,F,es_transportation,22.09,0
2,F,es_transportation,44.16,0
2,F,es_transportation,28.38,0
2,M,es_transportation,10.09,0
2,F,es_wellnessandbeauty,1.0998,0
1,M,es_transportation,52.02,0
4,M,es_transportation,4.25,0
3,M,es_transportation,17.63,0
5,M,es_transportation,1.0998,0
3,F,es_transportation,6.91,0
5,F,es_transportation,54.96,0
2,F,es_transportation,29.58,0
2,M,es_transportation,2.62,0
4,M,es_transportation,49.48,0
6,M,es_transportation,39.08,0
3,M,es_transportation,1.14,0
2,M,es_transportation,15.37,0
1,U,es_transportation,15.67,0
3,M,es_transportation,98.46,0
2,F,es_transportation,30.45,0
3,F,es_transportation,62.87,0
4,F,es_transportation,11.91,0
3,M,es_transportation,45.12,0
4,F,es_transportation,20.07,0
6,M,es_transportation,54.7,0
3,M,es_transportation,2.47,0
5,M,es_transportation,5.31,0
4,F,es_transportation,22.87,0
2,F,es_transportation,33.71,0
2,M,es_transportation,27.39,0
5,F,es_transportation,48.12,0
3,M,es_transportation,8.89,0
1,M,es_transportation,21.69,0
3,M,es_transportation,26.99,0
3,F,es_transportation,29.72,0
2,F,es_transportation,33.92,0
2,F,es_transportation,37.88,0
6,M,es_transportation,20.88,0
2,F,es_transportation,46.61,0
2,M,es_food,5.99,0
2,F,es_transportation,11.81,0
3,F,es_transportation,19.39,0
2,F,es_transportation,4.9,0
2,F,es_transportation,40.37,0
6,F,es_food,20.29,0
2,F,es_transportation,39.95,0
2,M,es_transportation,54.88,0
3,F,es_transportation,22.9,0
4,F,es_transportation,27.11,0
4,F,es_transportation,53.78,0
3,F,es_health,236.1474,0
5,F,es_transportation,40.2,0
4,F,es_transportation,50.44,0
4,F,es_transportation,20.87,0
2,M,es_health,202.76,0
3,F,es_transportation,36.67,0
3,F,es_transportation,9.68,0
1,M,es_transportation,7.28,0
3,M,es_transportation,1.84,0
5,F,es_transportation,12.57,0
2,M,es_transportation,40.62,0
3,F,es_health,96.04,0
5,F,es_transportation,47.04,0
3,M,es_transportation,14.97,0
5,M,es_transportation,30.35,0
5,M,es_transportation,2.64,0
6,F,es_transportation,2.16,0
3,M,es_transportation,20.55,0
3,F,es_transportation,25.91,0
4,M,es_transportation,24.98,0
5,F,es_transportation,4.02,0
1,M,es_transportation,47.77,0
3,F,es_transportation,23.33,0
2,F,es_transportation,27.47,0
2,M,es_transportation,20.29,0
2,M,es_transportation,32.54,0
2,F,es_transportation,48.71,0
6,M,es_transportation,42.66,0
3,F,es_food,1.0998,0
6,F,es_transportation,13.15,0
3,M,es_transportation,2.71,0
3,F,es_transportation,57.59,0
3,F,es_transportation,13.54,0
4,M,es_transportation,32.65,0
1,F,es_transportation,39.46,0
6,M,es_transportation,30.52,0
3,F,es_transportation,31.47,0
2,F,es_transportation,28,0
3,F,es_transportation,9.18,0
1,F,es_barsandrestaurants,44.59,0
3,M,es_contents,32.12,0
3,M,es_transportation,19.28,0
4,F,es_wellnessandbeauty,14.79,0
4,F,es_transportation,35.6,0
3,M,es_transportation,18.21,0
3,M,es_transportation,3.06,0
2,M,es_transportation,23.11,0
2,M,es_transportation,59.32,0
4,M,es_transportation,29.7,0
3,M,es_transportation,1.0998,0
2,M,es_transportation,3.44,0
4,F,es_transportation,13,0
2,M,es_transportation,5.72,0
5,M,es_transportation,37.11,0
2,M,es_transportation,36.56,0
1,F,es_transportation,19.08,0
4,M,es_transportation,29.81,0
3,F,es_transportation,21.18,0
2,F,es_transportation,46.57,0
1,F,es_transportation,22.34,0
3,M,es_transportation,16.21,0
4,M,es_transportation,46.65,0
4,F,es_transportation,29.87,0
4,F,es_transportation,7.9,0
6,M,es_transportation,34.48,0
5,M,es_transportation,8.8,0
5,M,es_transportation,39.29,0
2,F,es_transportation,74.37,0
2,M,es_transportation,5.07,0
4,F,es_transportation,24.2,0
2,M,es_transportation,40.17,0
6,F,es_transportation,69.23,0
4,F,es_transportation,13.08,0
4,M,es_transportation,44.15,0
6,M,es_transportation,22.83,0
3,M,es_transportation,7.97,0
2,M,es_transportation,2.97,0
1,F,es_transportation,3.61,0
5,M,es_transportation,33.36,0
2,F,es_transportation,45,0
5,F,es_transportation,21.63,0
2,F,es_food,5.82,0
3,F,es_transportation,39.96,0
2,M,es_transportation,16.53,0
2,F,es_transportation,2.19,0
2,F,es_transportation,16.11,0
2,M,es_contents,13.36,0
2,M,es_transportation,1.17,0
4,F,es_transportation,3.67,0
3,M,es_hyper,71.1,0
3,M,es_transportation,44.96,0
3,M,es_food,19.13,0
2,M,es_transportation,43.68,0
3,F,es_transportation,10.41,0
2,F,es_transportation,1.0998,0
2,F,es_health,63.95,0
5,F,es_transportation,6.72,0
3,M,es_transportation,27.36,0
5,M,es_transportation,22.79,0
1,F,es_food,75.3,0
2,F,es_transportation,52.26,0
6,F,es_transportation,53.88,0
2,M,es_transportation,49.52,0
5,M,es_transportation,46.66,0
4,M,es_health,4.09,0
4,F,es_food,16.52,0
2,F,es_transportation,2.12,0
4,F,es_hyper,28.4,0
2,F,es_transportation,23.66,0
2,F,es_transportation,11.61,0
6,F,es_home,152,0
2,F,es_barsandrestaurants,24.25,0
2,F,es_transportation,31.92,0
2,M,es_transportation,1.37,0
2,M,es_transportation,7.96,0
3,M,es_transportation,4.72,0
3,M,es_health,124.51,0
3,F,es_transportation,18.95,0
3,F,es_transportation,4.3,0
4,F,es_transportation,48.66,0
2,F,es_transportation,27.65,0
5,F,es_transportation,42.6,0
4,M,es_transportation,62.58,0
1,F,es_transportation,35.11,0
2,F,es_transportation,12.02,0
4,M,es_transportation,55.01,0
3,F,es_transportation,50.17,0
6,M,es_transportation,1.0998,0
4,M,es_transportation,49.22,0
4,M,es_transportation,73.4,0
2,M,es_food,22.76,0
4,M,es_transportation,31.74,0
2,F,es_transportation,40.73,0
2,M,es_transportation,27.15,0
4,F,es_transportation,30.07,0
1,M,es_transportation,36.7,0
0,F,es_food,33.14,0
2,F,es_transportation,34.54,0
1,F,es_transportation,10.18,0
3,F,es_wellnessandbeauty,9.32,0
1,M,es_transportation,27.21,0
2,F,es_transportation,12.75,0
4,M,es_food,26.97,0
4,F,es_transportation,10.4,0
5,F,es_transportation,1.0998,0
3,F,es_transportation,41.14,0
4,F,es_transportation,25.94,0
5,F,es_transportation,55.61,0
2,M,es_transportation,19.35,0
5,F,es_transportation,54.04,0
2,F,es_food,20.19,0
6,M,es_transportation,20.98,0
2,F,es_transportation,40.39,0
3,M,es_food,60.95,0
2,M,es_wellnessandbeauty,49.05,0
3,M,es_transportation,33.16,0
3,M,es_transportation,32.32,0
1,F,es_transportation,17.65,0
2,F,es_transportation,44.99,0
5,F,es_health,41.32,0
2,M,es_transportation,9.17,0
1,M,es_transportation,31.36,0
1,F,es_transportation,43.33,0
4,M,es_food,60.73,0
2,M,es_transportation,19.03,0
3,F,es_food,50.69,0
4,F,es_transportation,7.36,0
5,M,es_transportation,65.33,0
4,F,es_transportation,29.48,0
1,F,es_transportation,19.01,0
2,M,es_transportation,23.56,0
1,F,es_transportation,42.89,0
2,F,es_transportation,29.4,0
4,F,es_food,54.52,0
3,F,es_transportation,12.77,0
5,F,es_transportation,34.19,0
3,F,es_transportation,27.43,0
4,M,es_transportation,30.49,0
3,F,es_transportation,21.69,0
4,M,es_fashion,103.52,0
2,M,es_transportation,5.02,0
2,F,es_food,38.18,0
3,F,es_transportation,27.29,0
3,F,es_transportation,46.52,0
4,M,es_transportation,73.86,0
4,F,es_transportation,6.14,0
4,F,es_transportation,5.57,0
6,M,es_transportation,29.25,0
3,F,es_transportation,50.23,0
3,M,es_transportation,41.02,0
0,M,es_transportation,30.79,0
4,F,es_transportation,14.4,0
1,F,es_transportation,1.16,0
1,F,es_transportation,62.95,0
4,M,es_transportation,15.09,0
4,M,es_transportation,31.1,0
2,F,es_transportation,28.13,0
5,M,es_transportation,8.92,0
1,F,es_transportation,51.27,0
3,F,es_transportation,31.56,0
2,F,es_transportation,1.0998,0
2,F,es_wellnessandbeauty,29.31,0
6,F,es_barsandrestaurants,23.47,0
2,M,es_transportation,14.66,0
1,M,es_transportation,45.36,0
2,F,es_transportation,47.25,0
1,M,es_transportation,4.54,0
6,M,es_transportation,33.05,0
3,F,es_transportation,51.06,0
3,M,es_transportation,7.84,0
4,F,es_transportation,35.25,0
2,F,es_transportation,45.68,0
3,F,es_transportation,7.38,0
5,F,es_transportation,73.89,0
3,F,es_transportation,2.45,0
1,F,es_transportation,33.31,0
2,F,es_food,3.87,0
3,F,es_transportation,33.06,0
3,F,es_transportation,46.63,0
2,M,es_transportation,13.2,0
2,M,es_transportation,8.05,0
6,F,es_transportation,24.01,0
3,F,es_transportation,27.12,0
3,M,es_transportation,19.01,0
4,F,es_transportation,13.95,0
2,M,es_transportation,10.04,0
3,F,es_barsandrestaurants,16.74,0
3,F,es_transportation,32.48,0
4,M,es_transportation,29.6,0
1,M,es_transportation,14.19,0
3,F,es_transportation,29.4,0
3,M,es_food,9.09,0
2,F,es_transportation,32.56,0
2,F,es_transportation,11.66,0
5,F,es_transportation,23.56,0
3,M,es_transportation,26.6,0
4,F,es_transportation,44.2,0
2,M,es_transportation,18.99,0
5,M,es_transportation,1.0998,0
4,F,es_transportation,36.01,0
2,M,es_transportation,42.14,0
2,F,es_home,174.05,0
6,M,es_transportation,64.32,0
1,F,es_transportation,5.22,0
2,F,es_transportation,22.78,0
3,M,es_transportation,53.46,0
3,M,es_transportation,41.61,0
3,F,es_transportation,45.71,0
3,F,es_transportation,32.95,0
5,F,es_transportation,30.84,0
4,F,es_transportation,44.35,0
2,F,es_transportation,32.51,0
1,F,es_transportation,34,0
3,M,es_transportation,38.92,0
4,M,es_transportation,19.4,0
1,M,es_transportation,67.83,0
1,F,es_transportation,32.29,0
3,M,es_food,44.88,0
3,F,es_transportation,2.01,0
4,M,es_transportation,21.8,0
4,M,es_transportation,58.18,0
3,M,es_transportation,42.77,0
4,F,es_transportation,6.71,0
4,M,es_transportation,21.85,0
2,M,es_transportation,16.28,0
4,F,es_transportation,50.28,0
4,M,es_transportation,35.86,0
3,F,es_transportation,42.53,0
2,F,es_transportation,38.94,0
2,F,es_transportation,22.29,0
4,M,es_barsandrestaurants,28.43,0
4,F,es_transportation,21.65,0
2,M,es_transportation,6.34,0
2,F,es_transportation,5.36,0
2,M,es_transportation,39.91,0
2,F,es_transportation,26.9,0
2,M,es_transportation,23.97,0
1,F,es_transportation,69.94,0
5,F,es_hyper,24.51,0
5,F,es_transportation,6.35,0
2,F,es_wellnessandbeauty,110.48,0
3,M,es_transportation,17.91,0
3,M,es_transportation,10.78,0
1,F,es_transportation,5.66,0
2,F,es_transportation,41.55,0
2,F,es_transportation,54.56,0
3,F,es_transportation,51.02,0
2,F,es_transportation,5.16,0
2,M,es_transportation,33.34,0
3,M,es_transportation,26.83,0
3,F,es_transportation,41.94,0
2,F,es_transportation,7.53,0
1,M,es_transportation,28.29,0
3,M,es_health,101.19,0
5,F,es_transportation,50.77,0
3,F,es_barsandrestaurants,67.71,0
2,F,es_food,21.04,0
1,M,es_transportation,12.87,0
3,M,es_transportation,21.94,0
4,F,es_transportation,18.67,0
0,F,es_transportation,56.64,0
2,M,es_transportation,22.8,0
2,M,es_transportation,40.39,0
1,M,es_fashion,92.76,0
3,F,es_transportation,45.25,0
2,F,es_transportation,18.93,0
3,F,es_transportation,32.7,0
2,F,es_transportation,26.07,0
4,F,es_transportation,21.25,0
2,F,es_transportation,8.32,0
3,F,es_transportation,1.59,0
6,F,es_transportation,5.09,0
3,M,es_transportation,16.06,0
4,F,es_barsandrestaurants,40.6,0
6,M,es_transportation,5.67,0
4,M,es_transportation,47.45,0
2,M,es_transportation,70.19,0
3,M,es_transportation,8.69,0
2,F,es_wellnessandbeauty,72.16,0
2,M,es_tech,192.33,0
5,F,es_transportation,10.59,0
5,M,es_transportation,12.06,0
1,M,es_transportation,2.24,0
2,F,es_transportation,21.56,0
3,M,es_transportation,10.31,0
3,M,es_transportation,57.19,0
2,M,es_transportation,22.64,0
2,F,es_wellnessandbeauty,60.48,0
2,M,es_transportation,10.29,0
2,M,es_transportation,44.85,0
2,M,es_transportation,6.95,0
5,M,es_transportation,8.68,0
2,F,es_transportation,34.27,0
2,F,es_transportation,11.13,0
3,F,es_transportation,25.54,0
2,F,es_transportation,56.49,0
5,F,es_health,129.09,0
5,F,es_transportation,32.29,0
4,M,es_transportation,9.41,0
4,M,es_transportation,3.98,0
4,F,es_food,49.02,0
4,M,es_transportation,15.05,0
5,F,es_transportation,15.36,0
2,M,es_transportation,1.4,0
3,M,es_transportation,45.16,0
3,M,es_fashion,64.73,0
3,M,es_transportation,16.51,0
2,M,es_wellnessandbeauty,7.22,0
1,F,es_transportation,4.81,0
4,M,es_transportation,64.53,0
4,F,es_transportation,36.86,0
2,F,es_transportation,46.33,0
4,M,es_transportation,17.26,0
4,F,es_transportation,11.1,0
3,F,es_fashion,7.62,0
5,F,es_transportation,18.43,0
3,F,es_health,35.55,0
6,F,es_health,27.19,0
2,M,es_transportation,12.78,0
2,M,es_transportation,27.83,0
5,F,es_transportation,3.8,0
2,M,es_transportation,2.93,0
3,F,es_food,33.05,0
4,F,es_transportation,37.56,0
3,F,es_transportation,48.1,0
3,F,es_transportation,8.56,0
2,F,es_transportation,6.18,0
4,F,es_transportation,18.92,0
5,F,es_transportation,2.2,0
3,F,es_transportation,14.72,0
2,F,es_transportation,23.49,0
5,M,es_hyper,5.86,0
3,M,es_transportation,53.58,0
4,F,es_transportation,48.39,0
2,M,es_transportation,28.53,0
1,F,es_transportation,38.55,0
2,M,es_food,29.07,0
2,M,es_transportation,38.79,0
4,F,es_transportation,17.78,0
3,F,es_food,59.73,0
4,M,es_transportation,13,0
4,F,es_transportation,23.88,0
1,F,es_wellnessandbeauty,77.57,0
5,F,es_transportation,53.11,0
5,M,es_transportation,6.25,0
4,M,es_food,77.31,0
5,F,es_transportation,14.45,0
4,M,es_transportation,23.26,0
1,F,es_transportation,29.2,0
5,M,es_transportation,44.29,0
4,M,es_transportation,13.05,0
6,F,es_transportation,20.32,0
2,M,es_transportation,48.9,0
3,M,es_transportation,57.4,0
2,M,es_transportation,58.23,0
3,F,es_transportation,4.21,0
5,F,es_wellnessandbeauty,124.73,0
3,F,es_transportation,21.14,0
4,M,es_transportation,24.4,0
5,F,es_fashion,41.47,0
1,M,es_transportation,15.99,0
4,F,es_food,9.25,0
5,M,es_tech,48.18,0
2,F,es_transportation,49.28,0
6,M,es_transportation,40.35,0
2,F,es_transportation,31.32,0
3,F,es_transportation,9.61,0
4,M,es_transportation,7.2,0
2,F,es_transportation,44.72,0
4,F,es_transportation,3.2,0
4,M,es_transportation,26.95,0
3,M,es_transportation,57.98,0
2,F,es_food,64.96,0
5,F,es_transportation,40.32,0
4,F,es_transportation,1.14,0
4,M,es_transportation,8.31,0
4,M,es_food,44.09,0
5,F,es_transportation,22.24,0
6,M,es_transportation,17.03,0
2,F,es_transportation,67.07,0
2,M,es_transportation,40.64,0
2,F,es_transportation,26.39,0
3,F,es_transportation,22.84,0
4,M,es_transportation,20.9,0
5,F,es_transportation,2.25,0
2,M,es_food,15.03,0
2,M,es_transportation,44.94,0
3,F,es_transportation,8.42,0
1,M,es_transportation,38.41,0
2,M,es_transportation,28.34,0
2,M,es_barsandrestaurants,27.01,0
2,F,es_transportation,7.91,0
6,M,es_transportation,28.02,0
4,F,es_transportation,1.9,0
3,F,es_transportation,8.48,0
2,F,es_transportation,80.69,0
4,M,es_transportation,14.61,0
1,F,es_transportation,23.82,0
2,F,es_transportation,36.15,0
1,M,es_transportation,35.92,0
2,M,es_transportation,25.23,0
2,F,es_transportation,41.85,0
4,M,es_transportation,5.91,0
4,F,es_transportation,15.22,0
3,M,es_transportation,27.11,0
3,F,es_transportation,5.62,0
5,F,es_transportation,8.14,0
3,F,es_transportation,37.08,0
4,M,es_transportation,6.13,0
2,M,es_transportation,7.87,0
1,F,es_food,94.19,0
2,F,es_transportation,30.92,0
5,F,es_transportation,14.32,0
3,F,es_transportation,48.78,0
1,F,es_transportation,22.64,0
2,F,es_transportation,19.41,0
2,M,es_transportation,36.75,0
3,F,es_transportation,11.35,0
4,F,es_transportation,11.93,0
2,F,es_transportation,27.78,0
1,M,es_food,64.78,0
6,F,es_transportation,45.11,0
2,M,es_transportation,49.84,0
2,F,es_transportation,30.33,0
1,M,es_transportation,32.08,0
6,F,es_transportation,50.24,0
5,M,es_fashion,116.3,0
2,M,es_transportation,41.38,0
3,F,es_transportation,46.48,0
5,F,es_food,72.06,0
3,F,es_transportation,50.99,0
3,M,es_transportation,39.17,0
5,M,es_transportation,26.6,0
2,F,es_wellnessandbeauty,108.2,0
4,F,es_transportation,43.76,0
2,F,es_health,236.1474,0
3,F,es_transportation,11.33,0
4,F,es_transportation,26.51,0
4,M,es_transportation,5.07,0
2,F,es_food,3.24,0
1,F,es_transportation,41.39,0
2,F,es_barsandrestaurants,27.44,0
4,F,es_transportation,18.63,0
3,M,es_transportation,23.52,0
2,F,es_transportation,7.42,0
4,M,es_transportation,2.66,0
2,M,es_transportation,29.63,0
2,F,es_transportation,4.33,0
1,F,es_contents,4.78,0
5,F,es_fashion,92.75,0
4,M,es_transportation,33.45,0
4,F,es_transportation,47.36,0
4,M,es_transportation,81.91,0
3,F,es_transportation,26.5,0
3,F,es_food,2.72,0
2,M,es_transportation,25.68,0
2,F,es_transportation,57.75,0
4,M,es_transportation,45.41,0
3,F,es_home,78.45,0
2,F,es_food,65.32,0
4,F,es_transportation,54.06,0
1,M,es_transportation,69.74,0
6,M,es_transportation,14.59,0
2,F,es_transportation,25.88,0
3,M,es_transportation,11,0
2,F,es_transportation,45.16,0
2,M,es_transportation,13.84,0
2,F,es_transportation,40.6,0
3,F,es_transportation,7.53,0
4,M,es_transportation,8.87,0
2,F,es_fashion,17.33,0
4,F,es_transportation,6.92,0
3,M,es_transportation,38.55,0
2,F,es_transportation,20.98,0
3,M,es_transportation,8.04,0
5,F,es_transportation,27.11,0
2,F,es_health,75.29,0
2,F,es_food,41.07,0
2,M,es_transportation,17.84,0
3,M,es_food,28.93,0
3,M,es_transportation,42.31,0
3,F,es_transportation,1.0998,0
3,M,es_transportation,15.37,0
2,F,es_transportation,59.24,0
2,M,es_transportation,48.38,0
3,F,es_fashion,118.13,0
2,M,es_health,105.73,0
2,F,es_food,44.17,0
3,F,es_transportation,38.77,0
5,M,es_transportation,21.94,0
5,F,es_transportation,33.26,0
3,M,es_transportation,43.6,0
3,M,es_transportation,10.14,0
5,F,es_transportation,91.28,0
6,M,es_transportation,55.79,0
3,M,es_transportation,49.99,0
3,F,es_transportation,39.73,0
4,F,es_wellnessandbeauty,157.49,0
2,F,es_transportation,7.62,0
3,M,es_transportation,29.1,0
1,F,es_transportation,27.3,0
3,M,es_transportation,41.53,0
1,F,es_transportation,27.45,0
2,F,es_transportation,31.25,0
1,F,es_transportation,1.0998,0
6,M,es_health,60.49,0
1,F,es_transportation,21.39,0
1,F,es_transportation,2.36,0
3,F,es_transportation,41.98,0
2,M,es_transportation,53.34,0
4,M,es_wellnessandbeauty,94.05,0
2,M,es_transportation,18.91,0
2,F,es_health,153.13,0
5,F,es_transportation,21.89,0
2,F,es_transportation,18.84,0
2,M,es_transportation,34.39,0
4,M,es_transportation,34.51,0
1,M,es_transportation,22.44,0
3,M,es_transportation,27.66,0
4,F,es_transportation,72.23,0
3,M,es_transportation,3.37,0
4,M,es_transportation,43.56,0
3,M,es_transportation,10.04,0
2,M,es_transportation,11.16,0
3,F,es_transportation,2.33,0
2,F,es_transportation,9.85,0
4,F,es_health,213.08,0
4,M,es_transportation,33.48,0
5,F,es_transportation,29.9,0
2,F,es_transportation,20.83,0
2,F,es_transportation,45.62,0
5,F,es_transportation,16.66,0
2,F,es_transportation,27.51,0
3,F,es_transportation,25.51,0
3,M,es_transportation,14.23,0
2,F,es_transportation,2.98,0
4,F,es_transportation,1.76,0
4,F,es_transportation,45.6,0
5,M,es_transportation,30.66,0
4,M,es_transportation,29.37,0
2,M,es_transportation,4.9,0
2,F,es_food,94.24,0
4,M,es_food,4.1,0
4,M,es_transportation,34.56,0
2,M,es_hyper,20.04,0
4,M,es_transportation,21.7,0
2,M,es_transportation,17.71,0
2,F,es_transportation,6.34,0
6,F,es_food,14.44,0
4,F,es_transportation,17.8,0
2,M,es_wellnessandbeauty,13.42,0
3,F,es_transportation,55.17,0
2,M,es_transportation,2.92,0
2,M,es_food,35.47,0
2,M,es_transportation,38.06,0
2,M,es_transportation,25.95,0
5,M,es_transportation,60.39,0
5,M,es_transportation,17.74,0
1,F,es_transportation,1.0998,0
3,F,es_transportation,25.65,0
2,M,es_transportation,3.21,0
4,M,es_transportation,9.9,0
4,M,es_transportation,28.35,0
2,M,es_transportation,32.69,0
1,M,es_transportation,30.9,0
4,M,es_food,56.13,0
5,M,es_wellnessandbeauty,80.17,0
2,F,es_transportation,18.13,0
3,M,es_transportation,31.77,0
2,F,es_health,132.89,0
5,F,es_transportation,43.23,0
1,M,es_transportation,49.88,0
3,F,es_transportation,28.4,0
2,F,es_wellnessandbeauty,46.86,0
2,M,es_transportation,7.16,0
5,M,es_transportation,12.04,0
3,M,es_transportation,12.41,0
1,F,es_transportation,18.32,0
5,F,es_transportation,48.81,0
4,M,es_transportation,53.56,0
4,M,es_barsandrestaurants,1.41,0
4,M,es_transportation,49.64,0
3,M,es_transportation,17.9,0
3,F,es_transportation,51.82,0
4,M,es_transportation,35.77,0
4,M,es_transportation,20.97,0
4,F,es_transportation,20.62,0
4,M,es_transportation,5.77,0
3,M,es_transportation,18.79,0
1,F,es_transportation,21.6,0
3,F,es_transportation,17.79,0
1,F,es_transportation,12.23,0
5,F,es_transportation,13.02,0
2,F,es_transportation,50.38,0
4,F,es_transportation,43.78,0
3,M,es_transportation,75.3,0
2,F,es_transportation,9.66,0
3,M,es_hotelservices,118.84,0
4,M,es_food,93.93,0
4,M,es_transportation,15.19,0
3,F,es_transportation,15.82,0
2,F,es_contents,88.49,0
4,F,es_transportation,29.7,0
